,Date,BTC_USD Close,S&P_USD Close,GOLD_USD Close,USD Close
0,2017-01-03,1043.8399658203125,2257.830078125,1160.4000244140625,103.20999908447266
1,2017-01-04,1154.72998046875,2270.75,1163.800048828125,102.69999694824219
2,2017-01-05,1013.3800048828125,2269.0,1179.699951171875,101.5199966430664
3,2017-01-06,902.2009887695312,2276.97998046875,1171.9000244140625,102.22000122070312
4,2017-01-09,902.8280029296875,2268.89990234375,1183.5,101.93000030517578
5,2017-01-10,907.6790161132812,2268.89990234375,1184.199951171875,102.01000213623047
6,2017-01-11,777.7570190429688,2275.320068359375,1195.5999755859375,101.77999877929688
7,2017-01-12,804.833984375,2270.43994140625,1198.9000244140625,101.3499984741211
8,2017-01-13,823.9840087890625,2274.639892578125,1195.300048828125,101.18000030517578
9,2017-01-17,907.93798828125,2267.889892578125,1212.0,100.33000183105469
10,2017-01-18,886.6179809570312,2271.889892578125,1211.300048828125,100.93000030517578
11,2017-01-19,899.072998046875,2263.68994140625,1200.9000244140625,101.1500015258789
12,2017-01-20,895.0260009765625,2271.31005859375,1204.300048828125,100.73999786376953
13,2017-01-23,921.0120239257812,2265.199951171875,1215.0,100.16000366210938
14,2017-01-24,892.68701171875,2280.070068359375,1210.300048828125,100.3499984741211
15,2017-01-25,901.5419921875,2298.3701171875,1197.300048828125,100.02999877929688
16,2017-01-26,917.5859985351562,2296.679931640625,1189.5,100.37999725341797
17,2017-01-27,919.75,2294.68994140625,1188.0999755859375,100.52999877929688
18,2017-01-30,920.3820190429688,2280.89990234375,1193.199951171875,100.43000030517578
19,2017-01-31,970.4030151367188,2278.8701171875,1208.5999755859375,99.51000213623047
20,2017-02-01,989.0230102539062,2279.550048828125,1205.5999755859375,99.63999938964844
21,2017-02-02,1011.7999877929688,2280.85009765625,1216.699951171875,99.8499984741211
22,2017-02-03,1029.9100341796875,2297.419921875,1218.5,99.87000274658203
23,2017-02-06,1038.1500244140625,2292.56005859375,1230.0,99.91000366210938
24,2017-02-07,1061.3499755859375,2293.080078125,1234.199951171875,100.26000213623047
25,2017-02-08,1063.0699462890625,2294.669921875,1237.5999755859375,100.27999877929688
26,2017-02-09,994.3829956054688,2307.8701171875,1235.0999755859375,100.6500015258789
27,2017-02-10,988.6740112304688,2316.10009765625,1234.4000244140625,100.80000305175781
28,2017-02-13,990.6420288085938,2328.25,1224.4000244140625,100.95999908447266
29,2017-02-14,1004.5499877929688,2337.580078125,1223.9000244140625,101.25
30,2017-02-15,1007.47998046875,2349.25,1231.699951171875,101.18000030517578
31,2017-02-16,1027.43994140625,2347.219970703125,1240.0,100.44000244140625
32,2017-02-17,1046.2099609375,2351.159912109375,1237.5999755859375,100.94999694824219
33,2017-02-21,1115.300048828125,2365.3798828125,1237.5,101.37000274658203
34,2017-02-22,1117.43994140625,2362.820068359375,1232.0,101.33000183105469
35,2017-02-23,1166.719970703125,2363.81005859375,1250.199951171875,101.05000305175781
36,2017-02-24,1173.6800537109375,2367.340087890625,1256.9000244140625,101.08999633789062
37,2017-02-27,1179.969970703125,2369.75,1257.4000244140625,101.12999725341797
38,2017-02-28,1179.969970703125,2363.639892578125,1252.5999755859375,101.12000274658203
39,2017-03-01,1222.5,2395.9599609375,1248.9000244140625,101.77999877929688
40,2017-03-02,1251.010009765625,2381.919921875,1231.9000244140625,102.19999694824219
41,2017-03-03,1274.989990234375,2383.1201171875,1225.5,101.54000091552734
42,2017-03-06,1272.8299560546875,2375.31005859375,1224.5,101.63999938964844
43,2017-03-07,1223.5400390625,2368.389892578125,1215.0999755859375,101.80999755859375
44,2017-03-08,1150.0,2362.97998046875,1208.5,102.06999969482422
45,2017-03-09,1188.489990234375,2364.8701171875,1202.4000244140625,101.8499984741211
46,2017-03-10,1116.719970703125,2372.60009765625,1200.699951171875,101.25
47,2017-03-13,1231.9200439453125,2373.469970703125,1202.4000244140625,101.37999725341797
48,2017-03-14,1240.0,2365.449951171875,1201.9000244140625,101.69999694824219
49,2017-03-15,1249.6099853515625,2385.260009765625,1200.0999755859375,100.73999786376953
50,2017-03-16,1187.81005859375,2381.3798828125,1226.5,100.2699966430664
51,2017-03-17,1100.22998046875,2378.25,1229.800048828125,100.30000305175781
52,2017-03-20,1054.22998046875,2373.469970703125,1233.5999755859375,100.41000366210938
53,2017-03-21,1120.5400390625,2344.02001953125,1246.0999755859375,99.80999755859375
54,2017-03-22,1049.1400146484375,2348.449951171875,1249.300048828125,99.68000030517578
55,2017-03-23,1038.5899658203125,2345.9599609375,1246.9000244140625,99.76000213623047
56,2017-03-24,937.52001953125,2343.97998046875,1248.199951171875,99.62999725341797
57,2017-03-27,1045.77001953125,2341.590087890625,1255.4000244140625,99.16999816894531
58,2017-03-28,1047.1500244140625,2358.570068359375,1255.300048828125,99.70999908447266
59,2017-03-29,1039.969970703125,2361.1298828125,1253.4000244140625,100.0
60,2017-03-30,1026.4300537109375,2368.06005859375,1245.0,100.41000366210938
61,2017-03-31,1071.7900390625,2362.719970703125,1247.300048828125,100.3499984741211
62,2017-04-03,1143.81005859375,2358.840087890625,1250.800048828125,100.54000091552734
63,2017-04-04,1133.25,2360.159912109375,1255.0,100.54000091552734
64,2017-04-05,1124.780029296875,2352.949951171875,1245.4000244140625,100.55999755859375
65,2017-04-06,1182.6800537109375,2357.489990234375,1250.300048828125,100.66999816894531
66,2017-04-07,1176.9000244140625,2355.5400390625,1254.300048828125,101.18000030517578
67,2017-04-10,1187.1300048828125,2357.159912109375,1251.0999755859375,101.0199966430664
68,2017-04-11,1205.010009765625,2353.780029296875,1271.199951171875,100.70999908447266
69,2017-04-12,1200.3699951171875,2344.929931640625,1275.300048828125,100.77999877929688
70,2017-04-13,1169.280029296875,2328.949951171875,1285.9000244140625,100.55999755859375
71,2017-04-17,1193.9100341796875,2349.010009765625,1289.4000244140625,100.30000305175781
72,2017-04-18,1211.6700439453125,2342.18994140625,1291.699951171875,99.5
73,2017-04-19,1210.2900390625,2338.169921875,1281.4000244140625,99.73999786376953
74,2017-04-20,1229.0799560546875,2355.840087890625,1281.9000244140625,99.77999877929688
75,2017-04-21,1222.050048828125,2348.68994140625,1287.4000244140625,99.9800033569336
76,2017-04-24,1250.1500244140625,2374.14990234375,1275.800048828125,99.08999633789062
77,2017-04-25,1265.489990234375,2388.610107421875,1265.5999755859375,98.81999969482422
78,2017-04-26,1281.0799560546875,2387.449951171875,1262.0999755859375,98.95999908447266
79,2017-04-27,1317.72998046875,2388.77001953125,1263.699951171875,99.08000183105469
80,2017-04-28,1316.47998046875,2384.199951171875,1266.0999755859375,99.05000305175781
81,2017-05-01,1421.5999755859375,2388.330078125,1253.300048828125,99.13999938964844
82,2017-05-02,1452.8199462890625,2391.169921875,1255.0999755859375,98.9800033569336
83,2017-05-03,1490.0899658203125,2388.1298828125,1246.4000244140625,99.20999908447266
84,2017-05-04,1537.6700439453125,2389.52001953125,1226.5,98.76000213623047
85,2017-05-05,1555.449951171875,2399.2900390625,1224.800048828125,98.6500015258789
86,2017-05-08,1723.3499755859375,2399.3798828125,1225.300048828125,99.1500015258789
87,2017-05-09,1755.3599853515625,2396.919921875,1214.300048828125,99.58999633789062
88,2017-05-10,1787.1300048828125,2399.6298828125,1217.300048828125,99.66999816894531
89,2017-05-11,1848.5699462890625,2394.43994140625,1222.699951171875,99.62000274658203
90,2017-05-12,1724.239990234375,2390.89990234375,1226.199951171875,99.25
91,2017-05-15,1738.4300537109375,2402.320068359375,1228.5999755859375,98.91000366210938
92,2017-05-16,1734.449951171875,2400.669921875,1235.0,98.11000061035156
93,2017-05-17,1839.0899658203125,2357.030029296875,1257.5,97.41999816894531
94,2017-05-18,1888.6500244140625,2365.719970703125,1251.699951171875,97.87999725341797
95,2017-05-19,1987.7099609375,2381.72998046875,1252.699951171875,97.1500015258789
96,2017-05-22,2173.39990234375,2394.02001953125,1260.699951171875,96.9800033569336
97,2017-05-23,2320.419921875,2398.419921875,1254.800048828125,97.3499984741211
98,2017-05-24,2443.639892578125,2404.389892578125,1252.4000244140625,97.23999786376953
99,2017-05-25,2304.97998046875,2415.070068359375,1255.800048828125,97.25
100,2017-05-26,2202.419921875,2415.820068359375,1267.5999755859375,97.4000015258789
101,2017-05-30,2175.469970703125,2412.909912109375,1262.0999755859375,97.27999877929688
102,2017-05-31,2286.409912109375,2411.800048828125,1272.0,96.91999816894531
103,2017-06-01,2407.8798828125,2430.06005859375,1267.0,97.19999694824219
104,2017-06-02,2488.550048828125,2439.070068359375,1276.800048828125,96.72000122070312
105,2017-06-05,2686.81005859375,2436.10009765625,1279.300048828125,96.80000305175781
106,2017-06-06,2863.199951171875,2429.330078125,1294.4000244140625,96.63999938964844
107,2017-06-07,2732.159912109375,2433.139892578125,1290.0999755859375,96.75
108,2017-06-08,2805.6201171875,2433.7900390625,1276.300048828125,96.91999816894531
109,2017-06-09,2823.81005859375,2431.77001953125,1268.5,97.2699966430664
110,2017-06-12,2659.6298828125,2429.389892578125,1266.0999755859375,97.13999938964844
111,2017-06-13,2717.02001953125,2440.35009765625,1265.800048828125,96.9800033569336
112,2017-06-14,2506.3701171875,2437.919921875,1272.800048828125,96.94000244140625
113,2017-06-15,2464.580078125,2432.4599609375,1252.199951171875,97.43000030517578
114,2017-06-16,2518.56005859375,2433.14990234375,1254.0,97.16000366210938
115,2017-06-19,2589.60009765625,2453.4599609375,1244.199951171875,97.52999877929688
116,2017-06-20,2721.7900390625,2437.030029296875,1241.0,97.75
117,2017-06-21,2689.10009765625,2435.610107421875,1243.4000244140625,97.55999755859375
118,2017-06-22,2705.409912109375,2434.5,1247.5999755859375,97.54000091552734
119,2017-06-23,2744.909912109375,2438.300048828125,1256.199951171875,97.30000305175781
